timestamp,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,dt,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_ms2,accel_y_ms2,accel_z_ms2,theta_ins,ax_global_ms2,ay_global_ms2,vx_ins_ms,vy_ins_ms,v_ins_ms,x_ins,y_ins
25742,-39,23,-29,-117,14,-39,10.0,-0.29770992366412213,0.17557251908396945,-0.22137404580152673,-0.07003039855957031,0.008379705810546874,-0.023343466186523436,-5.0761102672505925e-05,0.07002997310624018,-0.008383260620000875,0.015104911502544225,-0.002662989386406821,0.015337857215785008,1.149395655325029,-0.1989627753350134
25752,-36,27,6,-213,62,-67,10.0,-0.2748091603053435,0.20610687022900764,0.04580152671755725,-0.1274912384033203,0.037110125732421874,-0.040102877807617184,-6.608269534268211e-05,0.127488785787817,-0.037118550616053486,0.016092505297014316,-0.0028904984425870478,0.01635003694127423,1.3053827393227908,-0.2267302144799772
25762,10,-108,-272,-145,18,-635,10.0,0.07633587786259542,-0.8244274809160306,-2.0763358778625953,-0.08678981018066406,0.010773907470703125,-0.3800795135498047,-0.00024328024535434786,0.08678718653349753,-0.010795021397981506,0.017163885158621058,-0.0031300663026572603,0.017446955860474993,1.4716646916009937,-0.25683303820620346
25772,-605,-646,-7970,1275,730,-1251,10.0,-4.6183206106870225,-4.931297709923665,-60.83969465648855,0.7631517791748046,0.4369418029785156,-0.7487865692138671,-0.00573373967090378,-0.7656445314300554,-0.4325589309435612,0.013769598434137737,-0.00534683606436532,0.014771272691836883,1.6263321095648118,-0.299217550041323
25782,-410,-349,-11628,851,862,1565,10.0,-3.1297709923664123,-2.66412213740458,-88.76335877862596,0.5093664031982421,0.5159504577636719,0.9367313995361327,-0.018789068938299992,-0.5189701535978188,-0.5062894303146306,0.0073465250089996435,-0.010041077870655345,0.012441650795309346,1.7319127267804775,-0.376157119716411
25796,-360,-1113,-2918,-601,-1382,-1531,14.0,-2.7480916030534353,-8.49618320610687,-22.27480916030534,-0.3597287994384765,-0.8271966735839843,-0.9163806854248047,-0.03235494031971666,0.3862997558809991,0.8151267659328436,0.006417832224981948,-0.007879216521327954,0.010162215479804792,1.8282632274183443,-0.5015991804602883
25802,-1620,-1328,694,3475,-1194,6605,6.0,-12.366412213740459,-10.13740458015267,5.297709923664122,2.079962692260742,-0.7146691955566405,3.953425491333008,-0.03324385915706831,-2.0550594721695625,0.7834075734381748,0.0014115530761160677,-0.003083613503214718,0.003391335183065938,1.8517513833216392,-0.5344876705339175
25812,1145,1348,5329,827,-2098,3937,10.0,8.740458015267176,10.290076335877863,40.6793893129771,0.4950011932373047,-1.255758770751953,2.356492984008789,-0.02923160034608988,-0.4580871113719351,1.269689910971072,-0.011154179841593385,0.00718187391883312,0.013266312257919442,1.803038249494245,-0.5139963684558222
25822,-1375,-84,8055,-6525,702,-7895,10.0,-10.49618320610687,-0.6412213740458015,61.48854961832061,-3.9055414581298824,0.42018239135742186,-4.725555526733398,-0.020315765724453445,3.8961997782927904,-0.49943429078242074,0.006036383493007471,0.01103315201977561,0.01257650067252937,1.7774492677513205,-0.42292123876279675
25832,1248,-167,5838,-14681,830,-611,10.0,9.526717557251908,-1.2748091603053435,44.56488549618321,-8.787318643188476,0.49679684448242184,-0.36571430358886714,-0.011060857595460691,8.78128622998632,-0.5939597534076649,0.06942381353441293,0.005566181798824326,0.06964659550529731,2.154750252888481,-0.33992456966978407
25842,-2431,-2753,5227,2027,2566,4213,10.0,-18.557251908396946,-21.015267175572518,39.900763358778626,1.2132616912841796,1.5358803649902344,2.52169289855957,-0.003689839208697228,-1.2189205707981179,-1.5313931791625148,0.10723564183035986,-0.005060582864028234,0.1073549830128668,3.0380475297124834,-0.3373965749958032
25852,-575,-559,-17,679,238,2857,10.0,-4.3893129770992365,-4.267175572519084,-0.1297709923664122,0.4064157318115234,0.14245499877929688,1.7100585357666014,-0.00021916539080079744,-0.40644694325597386,-0.14236592309601606,0.09910880426009101,-0.013429378375319224,0.10001451537358227,4.069769760164533,-0.4298463811925221
25862,-296,503,-2382,-9085,-2,-3143,10.0,-2.2595419847328246,3.8396946564885495,-18.18320610687023,-5.437830520629882,-0.001197100830078125,-1.8812439544677733,-0.0018172741219210462,5.437823716914015,-0.008684924391950302,0.12426568812838515,-0.014184632612759174,0.12507263908777183,5.186642222107088,-0.5679164361329356
25872,60,853,-1327,-8437,206,-1775,10.0,0.4580152671755725,6.511450381679389,-10.129770992366412,-5.04996985168457,0.12330138549804687,-1.0624269866943359,-0.004288047479037718,5.0493947033962,-0.1449546960371243,0.1767017802299258,-0.014952830714904395,0.17733331971971197,6.691479563898343,-0.7136037527712246
25882,60,853,-1327,-8437,206,-1775,10.0,0.4580152671755725,6.511450381679389,-10.129770992366412,-5.04996985168457,0.12330138549804687,-1.0624269866943359,-0.0060560260419360665,5.049130535168381,-0.15388168643175315,0.2271944064227566,-0.016447012627249017,0.22778894295849741,8.71096049716207,-0.8706029694820161
25892,-459,1593,-1277,-2789,-850,3137,10.0,-3.50381679389313,12.16030534351145,-9.748091603053435,-1.6693571075439453,-0.5087678527832031,1.877652651977539,-0.00779069679468123,1.673270063006012,0.4957470895335393,0.2608064094136219,-0.014737685611740426,0.261222477150065,11.150964576343478,-1.0265264606769322
25902,-658,-736,-2025,-2081,1970,677,10.0,-5.022900763358779,-5.6183206106870225,-15.458015267175572,-1.2455834136962889,1.1791443176269532,0.4052186309814453,-0.00999034457715687,1.2337413931659562,-1.1915290752038572,0.275341466694484,-0.01821659554009256,0.2759434138270761,13.831703956884427,-1.191297866436123
25912,-1238,-1302,-2608,259,-1658,-1839,10.0,-9.450381679389313,-9.938931297709924,-19.908396946564885,0.15502455749511718,-0.9923965881347656,-1.1007342132568358,-0.013076646265892795,-0.14203445389303626,0.9943388836183504,0.28080000139084754,-0.019202546498019897,0.281455819931137,16.61241129731053,-1.378393576626648
25922,1492,1270,-479,-5201,1358,1909,10.0,11.389312977099237,9.694656488549619,-3.6564885496183206,-3.113060708618164,0.8128314636230468,1.1426327423095703,-0.015133070464712389,3.1004040883560515,-0.8598467611748576,0.2955918495631649,-0.01853008588580233,0.2961720878325774,19.494370552081044,-1.5670567385457885
25932,2822,1745,-123,-6277,-798,-463,10.0,21.541984732824428,13.320610687022901,-0.9389312977099237,-3.7571009552001953,-0.47764323120117186,-0.2771288421630859,-0.015534096498949317,3.7640671124089216,0.41922478118555795,0.32991420556699513,-0.02073319578574917,0.33056504419310845,22.621900827732336,-1.7633731469035767
25942,2281,437,600,-7801,-1766,-2567,10.0,17.412213740458014,3.33587786259542,4.580152671755725,-4.669291787719726,-1.0570400329589844,-1.5364789154052734,-0.015216339990093924,4.684834901084419,0.9858708737589071,0.3721587156344534,-0.013707717511028242,0.37241107816772595,26.13226543373888,-1.9355777133874295
25952,-399,-696,-38,-1341,-2198,-2779,10.0,-3.045801526717557,-5.312977099236641,-0.2900763358778626,-0.8026561065673827,-1.3156138122558594,-1.6633716033935546,-0.014841960203979052,0.8220932730943376,1.3035563580993896,0.3996933565053515,-0.0022605813517349686,0.3996997491399786,29.991525794438505,-2.0154192077012576
25962,-250,519,-737,-3781,-242,2033,10.0,-1.9083969465648856,3.9618320610687023,-5.625954198473282,-2.2631191192626954,-0.14484920043945312,1.216852993774414,-0.015358231261343685,2.2650767576588877,0.11007597718760911,0.4151292066591145,0.004807580324698619,0.41515704384004404,34.065638610260024,-2.0026842128364417
25972,-9,1414,633,-4081,-1118,453,10.0,-0.06870229007633588,10.793893129770993,4.8320610687022905,-2.442684243774414,-0.6691793640136718,0.2711433380126953,-0.015427511506461027,2.4527169230277313,0.6314166861106056,0.4387181750625513,0.008515043641190273,0.4388008011597367,38.33487551886902,-1.936071093006987
25982,-252,-90,-256,2731,4450,921,10.0,-1.9236641221374047,-0.6870229007633588,-1.9541984732824427,1.6346411834716796,2.663549346923828,0.5512649322509765,-0.015176370617910748,-1.6748744003336407,-2.6384356473689237,0.442607387676021,-0.0015200511650993193,0.4426099978321051,42.74150333256101,-1.9010961306265393
25992,-252,-90,-256,2731,4450,921,10.0,-1.9236641221374047,-0.6870229007633588,-1.9541984732824427,1.6346411834716796,2.663549346923828,0.5512649322509765,-0.015517442593873053,-1.6757741993567445,-2.6378642411940585,0.42585414467756644,-0.02790155060791835,0.42676720711107585,47.083810994329625,-2.0482041394916504
